name,url,price,country,region,origin_category,total_score,cupper_correction,cupping_dry_fragrance,cupping_wet_aroma,cupping_brightness,cupping_flavor,cupping_body,cupping_finish,cupping_sweetness,cupping_clean_cup,cupping_complexity,cupping_uniformity,flavor_floral,flavor_honey,flavor_sugars,flavor_caramel,flavor_fruits,flavor_citrus,flavor_berry,flavor_cocoa,flavor_nuts,flavor_rustic,flavor_spice,flavor_flavor_body,process_method,cultivar,cultivar_detail,farm_gate,processing,drying_method,arrival_date,lot_size,bag_size,packaging,grade,appearance,roast_recommendations,type,recommended_for_espresso,short_description,full_cupping_notes,farm_notes,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
Honduras FTO Marcala WP Decaf,https://www.sweetmarias.com/honduras-fto-marcala-wp-decaf-8615.html,$9.45,Honduras,"Marcala, La Paz",Central America,87.2,1.5,8.3,8.4,8.7,8.5,8,8.3,8.5,8.5,8.5,10,0,0,2.5,2.5,1,0,0,2.5,2,0,0,3,Water Process Decaf,"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids","Bourbon, Catuai, Caturra, Lempira, Ihcafe 90, Pacas, and Typica",No,Water Process Decaf,,April 2026 Arrival,40,60 KG,Jute Bag,Water Process Decaf,"1+ d/300gr, 15-17 Screen  - some broken and misshaped beans due to decaffeination",City to Full City,"Organic/Fair Trade Cert., Decaf",,"This Honduras lot flies under the radar as being decaf coffee, especially in light roasts where clean sweetness and sparkling acidity really shine! Notes of raw sugar, tangerine, Meyer lemon, and crisp, light body. City to Full City.","This Honduras lot flies under the radar as being decaf coffee, especially in light roasts where clean sweetness and sparkling acidity really shine! The dry fragrance shows simple sweet smells, which open up a bit when you add hot water to the grounds. The steam showed elements of molasses and maltose sweetener, along with hints of toasted grains and nuts. The brew shows clean, sweet flavors, accented by notes of raw sugars and crisp fruit, and a pleasant bittersweet aftertaste. It has modest acidity when kept to a lighter roast level, fruited in a way, like peach or apricot. Body is on the light side, and suits the light, crisp flavors. It's sure to please the light roast crowd, but also offers a and an easy decaf to drink more than 1 cup!","This Honduras lot is from the Organic certified COMSA cooperative (Café Organico Marcala, S.A.), located in a southwestern municipality of Marcala, La Paz. The cooperative currently has around 1200 members in areas surrounding Marcala, with farms scattered across an altitude range of 1,300 to 1,700 meters above sea level. It's been a while since we had a Honduras coffee as a decaf, but this was one we couldn't pass up. It has the bright characteristics and balanced flavors that high grown Central American coffees are known for, and the cup clarity struck as as remarkably ""un-decaf"" in flavor. It was processed with a decaffeination method that utilizes steam to remove nearly 100% of the caffeine from coffee. The plant in Mexico where this coffee was processed has a reputation for producing a decafs that closely resemble the original non-decaf lots, which this coffee can attest to!",,,,,,,
India Chikmagalur Gemberly Robusta,https://www.sweetmarias.com/india-chikmagalur-gemberly-robusta-8616.html,$7.15,,"Chikmagalur, Karnataka",Arabia,86.2,5,8,8.2,7.8,8.3,9,8.1,7.5,8,8.3,8,0,0,2,0,0,0,0,3,0,3,3,5,Wet Process (Washed),Robusta,Robusta,No,Wet Process (Washed),Patio Sun-Dried,Apr 2026,25,60 KG,GrainPro Liner,,".8 d/300gr, 14-15  screen",Full City to French,,Yes,"Robusta is interesting to taste, but quite different than Arabica. Low sweetness and thick body draw out aggressive roast flavors, with rustic notes of bittering spice, black pepper, kola nut, and tobacco. Full City to French. Good for espresso blending.","It's a Robusta, so don't expect overwhelming (or even underwhelming!) sweetness. But this lot has some cleanliness and definition lacking in many of the Robusta samples we've tasted, and was a surprisingly pleasant coffee to drink! The dry grounds and wet aroma smell pungently spiced, with bitter tea tannins, cocoa, and a dark root-like cola aspect. As brewed coffee, it echoes many of the aforementioned attributes, and offers the incredibly thick body and low acidity Robusta coffee is known for. Dark, pungent roast flavors dominated the cup, accented by complex rustic notes of black pepper, bittering spice, and kola nut. The aftertaste is extremely long and persistent, turning pungent in the finish as would bittering dark roasted coffee, with hints of tannic black tea, and tobacco. Robusta as a blend component ought to be used sparingly, and not take away from the arabicas with which it's blended. Usually I would keep it to around 15% in an espresso blend, but because of the quality of this robusta, I think 25% is a safe start without overpowering the cup.","This Robusta coffee is from Gemberly Estate in the city of Chickmagalur, at the foothills of Mullayanagiri range, probably the most famous coffee region in India. We don't know a whole lot about the farm, other than it ranges in altitude from 1,100 to 1,400 meters above sea leavel.  It was offered to us from a regular supplier who knows we always have an eye open for Robusta that's actually drinkable! I know that doesn't sound like a high bar, but let's face it, the bittering flavor of Robusta is typically far too intense to drink without blending. But this lot has actual sweetness, and offers interesting savory/earthy aromatics that pepper the cup. It's still very intense, and best suited for someone who's tried Robusta before, or is curious what makes Robusta so unique. It's certainly interesting coffee to try on its own, and an opportunity to use an actual high quality Robusta by itself, or play around with using in a blend (start with 25% and adjust from there).",,,,,,,
India Pearl Mountain Estate Peaberry,https://www.sweetmarias.com/india-pearl-mountain-estate-peaberry-8622.html,$8.25,,"Bababudangiri, Karnataka, Western Ghats",Asia,86.8,1,8.5,8.6,8.3,8.8,8.8,8.5,8.5,8.4,8.4,9,0,0,3.5,3.5,0,0,0,3.5,2.5,2,4,4,Wet Process (Washed),"Bourbon Types, Modern Hybrids","Kent, S-795",No,Wet Process (Washed),Patio Sun-Dried,April 2025 Arrival,50,60 KG,GrainPro Liner,Peaberry,".2 d/300gr, Peaberry 15 Screen",City+ to Full City+,,Yes,"Roast tone has a nice intensity to it, an interplay of cocoa accented by hints of sorghum syrup, caramel, malted grains, with notes of milk chocolate and burnt sugar in the aftertaste. City+ to Full City+. Good for espresso.","City+ roasts have an underlying sweetness of caramelized sugars in the fragrance, accented by praline pecan, and baking spice mix. A sweet underlay of caramel saturated the steam coming off the wet grounds, along with notes of Chai spice, and roasted nut. I found the roast tone to have a nice intensity to it, while leaving plenty of headroom for top note hints to come through. There's a delicious interplay of cocoa accented by hints of sorghum syrup, caramel, malted grains, with notes of milk chocolate and burnt sugar in the aftertaste. The pleasant roast flavors pair well with body, and dense mouthfeel, especially in the darker roasts. Full City/FC+ roasts manage to pull out darker sweetness in the cup profile, but it's the deep, brooding cocoa flavors that you're left pondering. These are the kind of cup characteristics that have ""espresso"" written all of them!","Wet process India Arabica coffees are pleasantly mild coffees when they are correctly picked and processed. But much of the coffee is grown at relatively low altitudes and poorly processed and prepared. There is a lot of regular commercial grade India Arabica. Even when well done, the coffees can be ""softish"" physically and in flavor. Soft coffees from low altitudes are more difficult to roast (especially in small home roasters I believe). The result can be ashy flavors, and greater risk of scorching or tipping the coffee. That's why I have been very impressed with this new crop arrival of Pearl Mountain Peaberry. This coffee plantation was planted in 1920 by Shivappaiya Patre, who cultivated the estate and called it Ratnagiri which when translated to English means Pearl Mountain. This estate has now been passed on to the 3rd generation of Estate owners, Rohith and Ashok Patre. The coffee is planted between 1200 and 1500 meters in a zone of the Western Ghat mountains that gets consistently heavy rainfall. The coffee on the farm is interplanted with pepper vines (which are grown on the canopy of large shade trees) and cardamom groves. The Patre family is extremely quality conscious. The coffee is grown under shade trees midst pepper vines and cardamom groves. The carefully picked cherries are sorted prior to pulping, fermented between 42 and 72 hours and hand-washed in water from clear mountain streams. The mild vibrance and clean cup taste really sets this Indian Arabica coffee apart from the mirky, unclean flavors we find often in India wet-process coffees, which are generally more commercial-level coffees.",,,,,,,
Java Anaerobic Honey Gambung,https://www.sweetmarias.com/java-anaerobic-honey-gambung-8561.html,$8.95,Indonesia (Java),"Gambung Pangkalan, West Java",Indonesia & SE Asia,87,1.5,8.5,8.6,8.5,8.4,9.3,8.3,8.4,8.5,8.5,8.5,0,2.5,4,3,1,1,0,4,0,2,0,4.5,Honey Process,Modern Hybrids,"Ateng, Typica",Yes,"Anaerobic Fermentation, then Honey Process","Raised Bed Sun-Dried, and Patio Sun-Dried",Dec 2025,30,60 KG,GrainPro Liner,Grade 1,".7 d/300gr, 14+ Screen - wide range of bean sizes and peaberries mixed in",City+ to Full City+,Farm Gate,Yes,"A tamer anaerobic that strikes a nice balance between bittersweetness, body and acidity, with notes of natural sweeteners, dark cocoa, and herbal tea. City+ to Full City+. Good for espresso.","For Anaerobic coffee, this lot is on the tamer side in terms of fruit flavors in the cup, and a good reminder that there's quite a bit of variation under the process headings we use (""wet process"", ""dry process"", ""anaerobic"", etc). The grounds smelled of complex dark sugars like molasses, date sugar, and toffee. The wet aroma also showed potent and sweet, dark caramel, brown sugar, unrefined piloncillo sugar, and crisp, caramelized accents. City+ roasts struck a nice balance between bittersweetness, body and acidity. The flavors showed elements of natural sweeteners, like corn syrup, barley malt, honey, and blackstrap molasses. It's far from a ""bright"" coffee, but has some herbal tea-like notes that give the cup a structured feel. As the coffee cools, bittersweet flavors of cocoa and dark chocolate bar come into play, and the finish is marked by accents of Sencha, and toasted barley. Overall, it's a very nice crowd-pleasing profile, and to me, shared many qualities with honey process Central American coffees. We didn't try a dark roast, but the bittersweet/body we experienced at City+ will work great at dark levels.","This coffee was processed at a mill in Gambung, who currently work with small farmers in villages near Ciwidey and Pangelengan on the Gunung Tilu pass. Most of the coffee grown is Ateng, a common disease-resistant hybrid, and planted between 1400 and 1700 meters above sea level. The mill provides technical and financial support to local farmers, as well as have seedling and compost programs. This is a newer site built during the harvest season last year. Their wet mill wasn't operational until the end of the season, so they opted to do two anaerobic lots during the peak of the harvest. This is a hybrid process of sorts called ""Anaerobic Honey Process"". The anaerobic part of the process involves fermenting the coffee cherries in sealed barrels with one-way valves for 5 days (120 hours). The drying time takes about 3 weeks, starting off on raised beds for the first few days, and finishing on cement patios. For anaerobic coffee, we found this lot to be more bittersweet forward than fruited, with thick, creamy body. The seeds are uneven in color, with some beans presenting yellowish, others a darker brownish hue. It also results in a lot more chaff when roasting, so be sure to vacuum your machine between batches on a Behmor!",,,,,,,
Java Sunda Wet Hulled Rancabali,https://www.sweetmarias.com/java-wet-hulled-sunda-rancabali-8560.html,$8.35,Indonesia (Java),"Indragiri, Rancabali",Indonesia & SE Asia,86.7,2,8.2,8.5,7.9,8.6,9.5,8,8.7,8,9.3,8,0,2,3.5,0,1,0,0,5,0,4,2.5,4.5,Wet Hulled (Giling Basah),Modern Hybrids,"Ateng, Typica",Yes,Wet Hulled (Giling Basah),Patio Sun-Dried,December 2025 Arrival,20,60 KG,GrainPro Liner,Grade 1,"1+ d/300gr, 15-18 screen - expect some broca damage, split beans, quakers...typical of wet hulled coffee",City+ to French,Farm Gate,Yes,"Rancabali has just what we look for in quality wet hulled coffee, like syrupy body, deep-toned bass notes, rustic sweetness, herbaceous aroma, and a long lasting finish. City+ to French. Good for espresso.","While most of our wet hulled coffee comes from Sumatra, we also look to neighboring island of Java for excellent examples of this rustic process method. Rancabali expresses so much of what we love in a quality wet hulled coffee. Deep-toned bass notes carry the cup, with herbaceous aromatics, and rustic sweetness that doesn't come off old, or woody. The middle roasts had a layer of cacao-like bittering and a sweetness of black strap molasses in the smells that helped keep some of the interesting outliers like amber oil, and green herbal notes grounded. In the brewed coffee, sweetness pointed to brown rice syrup and palm sugar, with contrasting green herbal notes like dried tarragon, marjoram, and pine resin. Syrupy-textured body pulled out foresty flavors, a hint of cooked pear, with a bittering backdrop that lead to a long lasting finish of cacao nibs and baking chocolate. It made excellent espresso, and presents a great wet-hulled component for blending, particularly as one part of a Moka Java blend. I had success blending 1-2 parts Rancabali with 2 parts Ethiopian Dry Process Bensa Kokose. Ristretto shots (18g in, 25g out) culminated in thick, syrupy shots packed with opaque, bass toned cocoa, dried red berries, and a bit of perilla leaf and whole spice in the aroma.","This lot of Rancabali is from a coffee collector named Pak D in Indrigiri, near the Mount Tilu pass. ""Collectors"" are intermediaries of sorts who buy partly processed coffee and full coffee cherry from coffee small scale farmers and then either process the coffee down to the dried seed/bean themselves, or sell the coffee to larger mills. In this case, the coffee was milled at a site in Ciwidey where they do mostly wet-hulled coffee (aka ""giling basah"" (read more about that process here). Whereas many collectors create large blends of all the coffee they buy, Pak D pays special attention to separating the lots that he buys by region, these smaller lot sizes adding a layer of quality control, not to mention more specific provenance. This lot is from farms in Rancabali District, from villages like Stamplat and Indrigiri, where Pak D is from. Elevation is roughly 1500 to 1700 meters above sea level, and most farms are planted in Ateng and Typica varieties.",,,,,,,
Kenya Kiambu Spike AB,https://www.sweetmarias.com/kenya-kiambu-spike-ab-8632.html,$9.50,Kenya,Kiambu County,Africa,90.5,0,8.8,9,8.9,9,9.3,9,9.5,9,9,9,0,0,4.5,3,2,1.5,2,3,0,0,2,4,Wet Process Kenya Type,Bourbon Types,"SL-28, SL-34, Ruiru 11",Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,17,60 KG,GrainPro Liner,AB,".2 d/300gr, 15-16 Screen",City to Full City,Farm Gate,Yes,"Very well-rounded Kenya, with forward sweetness all the way to the finish. Complexity builds as it cools, hinting at berry tea, molasses, hibiscus drink, dark sugar, and pungent black tea. City to Full City. Good for espresso.","It was another great year at Spikes farm, and we wound up with 6 different lots! This AB selection from Spike farm is the medium-sized beans (15-16 screen), and the cup fell somewhere between their more fruited Peaberries and sweet, tea-like AA coffees. The dry grounds smelled deeply sweet, with notes of dark sugars, molasses, and a hint of fruit. After pouring hot water on the grounds, the sweetness in the steam is complex, and intense. Running my spoon through the crust let off a scent of torched sugar, caramel, with accents of blueberry muffin, and a bit of dark, tannic tea. The cup has the sort of sweet/bright interplay of a classic Kenya profile, with bittersweet balance, and moderate intensity. It's not jarringly citric like some Kenyas, but rather well rounded, the complexity building as it cools. City/City+ roasts have sweet molasses and dark sugar notes that carry the cup from start to finish, accented by hints of berry tea, hibiscus drink, and a pungent black tea aftertaste. For Kenya, the top notes are on the restrained side, turning a well deserved spotlight to this coffee's forward sweetness. It's one I want to circle back on to dry dark roasted, as I think the profile would work really well for bright Kenya espresso.","When asking Moses, the farm manager, why they named the farm ""Spike"", he matter of factly stated that the owner simply liked the name. That's reason enough for me, and certainly a name we'll remember. Spike farm was established about 12 years ago, in Kaira-ini area of Kenya's Kiambu district. This 12 hectare farm sits at 1930 meters above sea level, and is planted in SL 28, and Ruiru 11 varieties, planted in separate blocks. They recently started grafting Ruiru onto SL roots too, also on a separate farm block from the rest. All of the coffee is currently harvested together. However, next year they plan to process coffee from each block and offer variety separations, as well as blends. The coffee is pulped using a small electric pulping machine, then fermented for 72 hours to break down the sticky fruit mucilage stuck to the seed. After, the coffee is washed of the remaining fruit and then dried on raised beds for around 10 days.",Spike Farm,,Kenya Notable,Kenya Notable,Sweet Maria's top-rated 2024; multiple AA/AB/Peaberry lots,Outstanding cupping scores; chocolate-berry-spice profile,
Kenya Kiambu Spike Peaberry,https://www.sweetmarias.com/kenya-kiambu-spike-peaberry-8633.html,$9.50,Kenya,"Kaira-ini, Kiambu County",Africa,91.4,.5,9,9.2,8.7,9.1,9.3,9,9.4,9,9.2,9,0,0,3.5,2.5,3,2,3,3,0,0,2,4,Wet Process Kenya Type,Bourbon Types,"SL-28, SL-34, Ruiru 11",Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,5,60 KG,GrainPro Liner,Peaberry,".2 d/300gr, Peaberry Screen",City to Full City,Farm Gate,,"Impressive sweetness, with balanced fruit flavors that shift with roast. Notes of complex burnt sugars, blackberry tea, plum, dark orange, dried currants, and spice accents mark the finish. City to Full City.","I was really impressed by the level of sweetness in both my light and medium roasts of Spike Peaberry, and couldn't really settle on a favorite. Both revealed flavors of complex sugars, along with very nice fruit suggestions that shifted depending on the roast level. City roasts were accented by dark berry and stone fruits, whereas Full City brought out a darker fruits tempered by more intense chocolate bittersweets. The sweet smells in the fragrance were accompanied by notes of black currant, cooked sugar, cinnamon caramel, and dark grape. The wet aroma had a syrupy berry smell, like raspberry reduction with brown sugar. Brewing a City roast, there's a potent burnt sugar note that leads to some complex bittering aspects in the aftertaste. I think we all agreed the Peaberry had more of a fruited dimension than AB, but it's still well balanced by the cup sweetness. Notes of blackberry tea, dark orange, and dried currant are mild-mannered, but come through the compact sweet base flavor nicely, along with fragrant spice accents in the finish. The cup develops some very nice roast tones at Full City, bittersweet and boomy, with notes of spiced blackberry, and tamarind sauce.","When asking Moses, the farm manager, why they named the farm ""Spike"", he matter of factly stated that the owner simply liked the name. That's reason enough for us, and certainly a mill name we'll remember! Spike farm was established about 12 years ago, in Kaira-ini area of Kenya's Kiambu district. This 12 hectare farm sits at 1930 meters above sea level, and is planted in SL 28, and Ruiru 11 varieties, planted in separate blocks. They recently started grafting Ruiru onto SL roots too, also on a separate farm block from the rest. All of the coffee is currently harvested together, however there are plans to process coffee from each block and offer variety separations, as well as blends. The coffee is pulped using a small electric pulping machine, then fermented for 72 hours to break down the sticky fruit mucilage stuck to the seed. After, the coffee is washed of the remaining fruit and then dried on raised beds for around 10 days. This is one of several lots we bought from Spike this year, including an AB we just sold out of, and a pair of AA graded lots on the way.",Spike Farm,,Kenya Notable,Kenya Notable,Sweet Maria's top-rated 2024; multiple AA/AB/Peaberry lots,Outstanding cupping scores; chocolate-berry-spice profile,
Kenya Kirinyaga Kiri AB,https://www.sweetmarias.com/kenya-kirinyaga-kiri-ab-8630.html,$9.50,Kenya,"Njukiini, Kirinyaga County",Africa,91.2,.5,9.1,9.2,9.2,8.7,8.7,9.2,8.9,9,9.2,9.5,0,0,3.5,0,4,4,1,2,0,0,2,3.5,Wet Process Kenya Type,Bourbon Types,"SL-28, SL-34",Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,26,60 KG,GrainPro Liner,AB,".2 d/300gr, 15-17 Screen",City to Full City,Farm Gate,,"Archetypal Kenya flavors in City/City+ roasts, brightly sweet with an assemblage of citrus notes and natural sugar sweetness. Mixed citrus quality, orange, kumquat, grapefruit, and a bright, tangy finish. City to Full City.","Kiri brews archetypal Kenya flavors when roasted to City/City+, brightly sweet with an assemblage of citrus notes and natural sweetness. But it also functions well as a medium-roast, too. The fragrance of our light roast had strong impressions of brown sugar and vanilla when ground, with a bit of malty-sweet accents, and lemon peel citric quality. The rindy aspects really show up in the wet aroma, and to me, had a candied sweetness that brought to mind candied citrus peels. At City roast level, the coffee has bracing acidity that illuminates the underlying sweetness of raw sugars like demerara, and piloncillo types. Juicy highlights are focused, and come off with a mixed citrus quality that ranges from lemonade and orange, to more bittering kumquat and grapefruit. The cup is lively to the finish, bright and tangy, with zesty top notes as it cools. Roasting closer to Full City will draw out darker toned fruits, like black currants, and a squeeze of blood orange, with soft roast bittering in the background.","Kiri is a green coffee ""Factory"" located in the Kirinyaga district, just across the border from Nyeri. It's not far from Kianyaga town, and lies in the shadow of Mount Kenya. Coffee Factories are washing stations, where coffee is processed from the cherry down to the green coffee seeds. Kenya Factories are also affiliated with farmer's cooperatives, in this case, the Ngiriambu Farmers Co-operative Society. Kiri currently serves roughly 1,200 farmer members spread throughout the surrounding villages of Gitumbi, Kirunyuini, Kerere, and Kaboia Villages. Farms are mostly planted with SL-28, and SL-34 varieties, both Bourbon selections common to Kenya. About 1% of the coffee is made up of hybrid types, like Ruiru. The mill itself sits at an altitude of 1,450 meters above sea level, which is a good estimation of median altitude for the farms delivering here.",,,,,,,
Kenya Nyeri Gichathaini AA,https://www.sweetmarias.com/kenya-nyeri-gichathaini-aa-8629.html,$9.95,Kenya,"Karatina, Nyeri",Africa,92,0,9,9.4,9.2,9.3,8.9,9,9,9.5,9.2,9.5,1.5,0,4,2,2.5,2.5,2,2,0,0,2.5,4,Wet Process Kenya Type,Bourbon Types,"SL-28, SL-34, Ruiru 11",Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,40,60 KG,GrainPro Liner,AA,".2 d/300gr, 17-18 Screen",City to City+,Farm Gate,,"Light roasts have impressive sweetness and mouthfeel, with bright accents of citrus and stone fruits that never feel stark or grabby. Notes of raw sugar, tangerine, lemonade, peach, vanilla, and black tea. City to City+.","The dry fragrance has a dark and complex sweetness, and clearly fruited aromatics, with suggestions of stone fruits and green melon, and sweet cane sugar syrup underneath. The wet aroma produces more complex sugar smells than fruit, a caramelized sugar sweetness smells potent, vanilla laced in, with hints of apricot, black tea, and sweet spice. The cup has impressive body and sweetness, fruit nectar-like in feel, which highlights some of the fruit flavors found in the cup. Light roasts showed the most cup complexity, and fairly well integrated into the underlying sweetness when brewed. Unrefined sugar notes were the first flavors I picked up on in the hot cup, caramel, raw sugars with molasses. Gichathaini cools to citrus accent notes, though not too stark or grabby. Flavors hint at tangerine, and lemonade sweetened with brown sugar, along with accents of stone fruit, melon, vanilla, and ending in a very sweet finish. The cup aroma shows delicate aspects of fruit blossoms with a light accent of lemon. The acidity is moderate and lemony at first, shifting to juicy apricot, with a bit of tannic black tea in the aftertaste.","This lot of AA grade selection is from the Gichathaini wet mill in Nyeri. The washing station (called a ""Factory"" in Kenya) is one third of the Gikanga Farmer's Cooperative Society, the other two being Kangocho and Ndaroini (the name ""Gikanda"" is actually made up of the first letters of the three factory names: GIchathaini + KAngocho + NDAroini). They have been an outstanding cooperative for years, and we used to see their coffee with some regularity, but the group we work with in Nyeri hasn't had any offers to show us for a few years. We actually had the opportunity to visit a few years back and hope to again soon. Like most of the region, the farmer members of Gichathaini work very small plots of land. Many have less than one hectare of land, and the preferred cultivars are SL-28, and SL-34 bourbon selections, known for good cup quality, especially when growing conditions are favorable. This region has very good altitude, starting at 1900 meters above sea level, and topping out around 2000 meters.",,,,,,,
Kenya Nyeri Gititu AB,https://www.sweetmarias.com/kenya-nyeri-gititu-ab-8637.html,$9.50,Kenya,Nyeri County,Africa,92.2,.5,9.3,9.5,9.5,9.3,8.5,9,9.3,9,9.3,9,0,3,4,2,4,4,2,1,0,0,3,3.5,Wet Process Kenya Type,Bourbon Types,"SL-28, SL-34",Yes,Wet Process Kenya Type,Raised Bed Sun-dried,May 2026,26,60 KG,GrainPro Liner,AB,".4 d/300gr, 15-17 Screen",City to City+,Farm Gate,,"A nice mix of tart and sweet in the cup, honeyed flavors with mouth-cleansing brightness that connects to a long finish. Notes of grabby lemon, golden raisin, passionfruit, black tea, Hefeweizen beer. City to City+.","Gititu has a very fragrant profile when grinding, chamomile and honey tea smells are emitted in the dry fragrance, slightly floral in nature, and with raw sugar and refined berry whiffs. The wet aroma at City roast level has a sweet tea smell, and with citrus accents like orange and lemon, black currant jam, and with a really nice dark sugar scent when breaking through the crust. The cup is woven together by brilliant acidity, lemon and grapefruit citrus, a mouth-cleansing brightness that connects to a long, sweet finish. The cooling cup displays a unique honey flavor, and dimensional fruits that cover a lot of ground. Fruited top notes show elements of grabby lemon (juice and zest), golden raisin, a nice mix of tart and sweet notes. I pick up on some of the black currant sensed in smells, along with hints of passionfruit, and pink grapefruit. City+ roasting builds dark sugar matrix and raisin fruit flavor, along with subtle bittering aspects, like black tea tannins, and whole clove. The finish has a tartness to it, with a mix of spice and citrus, with a yeast/wheat-like flavor that brought to mind Hefeweizen beer with a lemon wedge. This is a nice Kenya option for those looking for lively acidity, and clean sweetness that's beautiful and unique in the City to City+ roast range.","Gititu Factory is part of Aghuti Farmers Cooperative Society (FCS), an FCS that includes a few other stations we buy from: Thageini and Kagumo. It's not the ""factory"" as we might imagine it. ""Factories"" are essentially small washing stations aligned with a particular ""society"" in Kenya, what we would call a ""cooperative"". We return to the societies who seem to regularly produce some of the best Kenya coffees, and each year we come across societies that are new to us as well, such as Aghuti. This is the AB grade, which refers to the size of the coffee beans that are included. Coffee plants produce a range of bean sizes, from super tiny to quite large, and separating by size helps facilitate a much more uniform roasting experience. In Kenya, the most common top grades are AA, AB, and Peaberry. AA's are the largest and most expensive, whereas AB are only slightly smaller, and often of the same cup caliber as the AA. We found this AB outturn to be a good representation of the unique flavors produced at the Gititu wet mill.",,,,,,,
Kenya Nyeri Kiamabara AB,https://www.sweetmarias.com/kenya-nyeri-kiamabara-ab-8636.html,$9.50,Kenya,"Karatina, Nyeri",Africa,91.5,.5,9,9.4,9,9,9.2,8.9,9.3,9,9.2,9,0,0,4,0,3,3,2.5,3,0,0,2,4,Wet Process Kenya Type,Bourbon Types,Bourbon,Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,30,60 KG,GrainPro Liner,AB,".2 d/300gr, 15-17 Screen",City to Full City,Farm Gate,,"Very sweet Kenya, juicy and moderately complex, with citrus notes that are more sweet than bright. Notes of lemonade, orange cream soda, apricot jam, and lovely acidity that doesn't overpower the cup. City to Full City.","This lot from Kiamabara showed juicy sweetness in the cup, enhanced by notes of complex sugars and fruited accents that cover a lot of ground. The fragrance has a sweet spice hint, like whole clove, with peach, brown sugar, and kaffir lime. The wet aroma is 'big' in the sense that unrefined sugar and fruit smells fill the room when pouring hot water on the grinds, peach and orange, and a berry compote note. Deep raw sugar sweetness courses through the cup, molasses accents at the edges, and a citrus note brought a snappiness to the acidity without overpowering the cup. It's more sweet citrus than bright, hinting at Orange Julius drink, and lemonade sweetened with panela sugar. Light roasts pulled out juicy flavors, like black cherry and plum, as well as hints of apricot jam, and orange cream soda. Full City roasts brewed a thicker bodied cup, with syrupy sweetness, and fruit accents of raspberry, and plum sauce. Dark cacao and coconut water added some contrast in the finish, and brought to mind cacao bar with dried tropical fruit. We were really split on which roast was the favorite, and thoroughly enjoyed brewing both!","This coffee comes to us from the Kiamabara factory, located near the town of Nyeri. This is a cooperative coffee - part of the Mugaga Farmers Cooperative Society - but in Kenya they're called ""factories"" which is quite fitting really. I think of factories as an assembly line of sorts, where there is absolute consistency to the product output. This rings true for coffees that come from many of the Kenya factories we deal with. Year after year they have an astonishing ability to consistently produce sweet, clean, and complex coffees. Like most of the cooperatives in the area, members tend to much smaller plots of coffee trees than their estate farm competition, thus having more control over the production of ripe cherry. The average altitude is right around 1900 masl and most of the small holder farmers contributing to this washing station grow SL-28, and SL-34 cultivars (Bourbon hybrid from the 1930's developed by Scot Labs). This is the Peaberry outturn, meaning, they've separated out all of the peaberries from a particular day's harvest, which in this case makes up a whopping 14 bags.",,,,,,,
